Alloc. source dept. CD,Alloc. source dept. name,Alloc. A/C CD,Alloc. A/C name,Alloc. rate CD,Alloc. rate name,Transfer alloc. A/C CD,Transfer alloc. A/C name
CPPEPE,PE,8620001,[M]Factory supplies,FC002,Production ratio,8620001TE,[M]Factory supplies
CPPM00,Pro. Management,8620001,[M]Factory supplies,FC002,Production ratio,8620001OT,[M]Factory supplies
CPPMAB,Auto Belt Common,8620001,[M]Factory supplies,FC009,"Prodution r(RA,RE)",8620001WS,[M]Factory supplies
CPPMLG,Logistics,8620001,[M]Factory supplies,FC017,Prodution r(RAREWP),8620001OT,[M]Factory supplies
CPPMMT,Material Common,8620001,[M]Factory supplies,FC004,Personnel ratio(MAT),8620001WS,[M]Factory supplies
CPPMPE,PE Common,8620001,[M]Factory supplies,FC002,Production ratio,8620001TE,[M]Factory supplies
CPPMPL,Planning,8620001,[M]Factory supplies,FC002,Production ratio,8620001PL,[M]Factory supplies
CPQA00,Quality assurance,8620001,[M]Factory supplies,FC002,Production ratio,8620001OT,[M]Factory supplies
CPSE00,Safety & Environment,8620001,[M]Factory supplies,FC001,Personnel ratio,8620001OT,[M]Factory supplies
CPSLWS,Sunline WS,8620001,[M]Factory supplies,FC011,Prodution r(SL),8620001WS,[M]Factory supplies
CPSYWS,Synchro WS,8620001,[M]Factory supplies,FC012,Prodution r(SYN),8620001WS,[M]Factory supplies
CPTOLB,Tooling label,8620001,[M]Factory supplies,FC003,Production ratio(PR),8620001TE,[M]Factory supplies
CPTOMD,Tooling mold,8620001,[M]Factory supplies,FC003,Production ratio(PR),8620001TE,[M]Factory supplies
CPTOWS,Tooling WS,8620001,[M]Factory supplies,FC003,Production ratio(PR),8620001TE,[M]Factory supplies
CPWPWS,WP WS,8620001,[M]Factory supplies,FC010,Prodution r(WP),8620001WS,[M]Factory supplies
CPABWS,Auto WS,8630101,[M]Water expenses,FC009,"Prodution r(RA,RE)",8630101WS,[M]Water expenses
CPATWS,AT WS,8630101,[M]Water expenses,FC007,Prodution ratio(AT),8630101WS,[M]Water expenses
CPBR07,Wiper laboratory,8630101,[M]Water expenses,FC008,Prodution r(WIPER),8630101WS,[M]Water expenses
CPBRPK,Wiper Packing,8630101,[M]Water expenses,FC008,Prodution r(WIPER),8630101WS,[M]Water expenses
CPBRWS,Wiper WS,8630101,[M]Water expenses,FC008,Prodution r(WIPER),8630101WS,[M]Water expenses
CPMTBB,BANBURY,8630101,[M]Water expenses,FC005,Personnel r(BANBURY),8630101WS,[M]Water expenses
CPMTGD,GD Common,8630101,[M]Water expenses,FC006,Personnel ratio(GD),8630101WS,[M]Water expenses
CPMTWS,Material WS,8630101,[M]Water expenses,FC004,Personnel ratio(MAT),8630101WS,[M]Water expenses
CPPMAB,Auto Belt Common,8630101,[M]Water expenses,FC009,"Prodution r(RA,RE)",8630101WS,[M]Water expenses
CPPMMT,Material Common,8630101,[M]Water expenses,FC004,Personnel ratio(MAT),8630101WS,[M]Water expenses
CPSLWS,Sunline WS,8630101,[M]Water expenses,FC011,Prodution r(SL),8630101WS,[M]Water expenses
CPSYWS,Synchro WS,8630101,[M]Water expenses,FC012,Prodution r(SYN),8630101WS,[M]Water expenses
CPWPWS,WP WS,8630101,[M]Water expenses,FC010,Prodution r(WP),8630101WS,[M]Water expenses
CPABWS,Auto WS,8630201,[M]GAS expenses,FC009,"Prodution r(RA,RE)",8630201WS,[M]GAS expenses
CPATWS,AT WS,8630201,[M]GAS expenses,FC007,Prodution ratio(AT),8630201WS,[M]GAS expenses
CPBR07,Wiper laboratory,8630201,[M]GAS expenses,FC008,Prodution r(WIPER),8630201WS,[M]GAS expenses
CPBRPK,Wiper Packing,8630201,[M]GAS expenses,FC008,Prodution r(WIPER),8630201WS,[M]GAS expenses
CPBRWS,Wiper WS,8630201,[M]GAS expenses,FC008,Prodution r(WIPER),8630201WS,[M]GAS expenses
CPMTBB,BANBURY,8630201,[M]GAS expenses,FC005,Personnel r(BANBURY),8630201WS,[M]GAS expenses
CPMTGD,GD Common,8630201,[M]GAS expenses,FC006,Personnel ratio(GD),8630201WS,[M]GAS expenses
CPMTWS,Material WS,8630201,[M]GAS expenses,FC004,Personnel ratio(MAT),8630201WS,[M]GAS expenses
CPPMAB,Auto Belt Common,8630201,[M]GAS expenses,FC009,"Prodution r(RA,RE)",8630201WS,[M]GAS expenses
CPPMMT,Material Common,8630201,[M]GAS expenses,FC004,Personnel ratio(MAT),8630201WS,[M]GAS expenses
CPSLWS,Sunline WS,8630201,[M]GAS expenses,FC011,Prodution r(SL),8630201WS,[M]GAS expenses
CPSYWS,Synchro WS,8630201,[M]GAS expenses,FC012,Prodution r(SYN),8630201WS,[M]GAS expenses
CPWPWS,WP WS,8630201,[M]GAS expenses,FC010,Prodution r(WP),8630201WS,[M]GAS expenses
CPABWS,Auto WS,8630301,[M]OIL expenses,FC009,"Prodution r(RA,RE)",8630301WS,[M]OIL expenses
CPATWS,AT WS,8630301,[M]OIL expenses,FC007,Prodution ratio(AT),8630301WS,[M]OIL expenses
CPBMGA,General affair,8630301,[M]OIL expenses,FC001,Personnel ratio,8630301OT,[M]OIL expenses
CPBR07,Wiper laboratory,8630301,[M]OIL expenses,FC008,Prodution r(WIPER),8630301WS,[M]OIL expenses
CPBRPK,Wiper Packing,8630301,[M]OIL expenses,FC008,Prodution r(WIPER),8630301WS,[M]OIL expenses
CPBRWS,Wiper WS,8630301,[M]OIL expenses,FC008,Prodution r(WIPER),8630301WS,[M]OIL expenses
CPFC00,Factory Common,8630301,[M]OIL expenses,FC001,Personnel ratio,8630301OT,[M]OIL expenses
CPFC01,Factory1,8630301,[M]OIL expenses,FC013,Personnel r(WP),8630301OT,[M]OIL expenses
CPFC02,Factory2,8630301,[M]OIL expenses,FC014,"Personnel r(RA,RE)",8630301OT,[M]OIL expenses
CPFC03,Factory3,8630301,[M]OIL expenses,FC015,Personnel r(MAT),8630301OT,[M]OIL expenses
CPFC04,Factory4,8630301,[M]OIL expenses,FC016,"Personnel r(SL,GD)",8630301OT,[M]OIL expenses
CPFC05,Factory5,8630301,[M]OIL expenses,FC008,Prodution r(WIPER),8630301OT,[M]OIL expenses
CPFC06,Factory6,8630301,[M]OIL expenses,FC017,Prodution r(RAREWP),8630301OT,[M]OIL expenses
CPFC07,Factory7,8630301,[M]OIL expenses,FC018,"Personnel r(AT,SYN)",8630301OT,[M]OIL expenses
CPFCTH,Tent House,8630301,[M]OIL expenses,FC015,Personnel r(MAT),8630301OT,[M]OIL expenses
CPKZ00,KAIZEN,8630301,[M]OIL expenses,FC002,Production ratio,8630301OT,[M]OIL expenses
CPMG00,Management Cost,8630301,[M]OIL expenses,FC001,Personnel ratio,8630301OT,[M]OIL expenses
CPMTBB,BANBURY,8630301,[M]OIL expenses,FC005,Personnel r(BANBURY),8630301WS,[M]OIL expenses
CPMTGD,GD Common,8630301,[M]OIL expenses,FC006,Personnel ratio(GD),8630301WS,[M]OIL expenses
CPMTWS,Material WS,8630301,[M]OIL expenses,FC004,Personnel ratio(MAT),8630301WS,[M]OIL expenses
CPPEMN,Maintenance,8630301,[M]OIL expenses,FC002,Production ratio,8630301TE,[M]OIL expenses
CPPEPE,PE,8630301,[M]OIL expenses,FC017,Prodution r(RAREWP),8630301TE,[M]OIL expenses
CPPM00,Pro. Management,8630301,[M]OIL expenses,FC002,Production ratio,8630301OT,[M]OIL expenses
CPPMAB,Auto Belt Common,8630301,[M]OIL expenses,FC009,"Prodution r(RA,RE)",8630301WS,[M]OIL expenses
CPPMLG,Logistics,8630301,[M]OIL expenses,FC017,Prodution r(RAREWP),8630301OT,[M]OIL expenses
CPPMMT,Material Common,8630301,[M]OIL expenses,FC004,Personnel ratio(MAT),8630301WS,[M]OIL expenses
CPPMPE,PE Common,8630301,[M]OIL expenses,FC002,Production ratio,8630301TE,[M]OIL expenses
CPPMPL,Planning,8630301,[M]OIL expenses,FC002,Production ratio,8630301PL,[M]OIL expenses
CPQA00,Quality assurance,8630301,[M]OIL expenses,FC002,Production ratio,8630301OT,[M]OIL expenses
CPSE00,Safety & Environment,8630301,[M]OIL expenses,FC001,Personnel ratio,8630301OT,[M]OIL expenses
CPSLWS,Sunline WS,8630301,[M]OIL expenses,FC011,Prodution r(SL),8630301WS,[M]OIL expenses
CPSYWS,Synchro WS,8630301,[M]OIL expenses,FC012,Prodution r(SYN),8630301WS,[M]OIL expenses
CPTOLB,Tooling label,8630301,[M]OIL expenses,FC003,Production ratio(PR),8630301TE,[M]OIL expenses
CPTOMD,Tooling mold,8630301,[M]OIL expenses,FC003,Production ratio(PR),8630301TE,[M]OIL expenses
CPTOWS,Tooling WS,8630301,[M]OIL expenses,FC003,Production ratio(PR),8630301TE,[M]OIL expenses
CPWPWS,WP WS,8630301,[M]OIL expenses,FC010,Prodution r(WP),8630301WS,[M]OIL expenses
CPABWS,Auto WS,8640001,[M]Processing costs paid to subcontracto,FC009,"Prodution r(RA,RE)",8640001WS,[M]Processing costs paid to subcontracto
CPATWS,AT WS,8640001,[M]Processing costs paid to subcontracto,FC007,Prodution ratio(AT),8640001WS,[M]Processing costs paid to subcontracto
CPBMGA,General affair,8640001,[M]Processing costs paid to subcontracto,FC001,Personnel ratio,8640001OT,[M]Processing costs paid to subcontracto
CPBR07,Wiper laboratory,8640001,[M]Processing costs paid to subcontracto,FC008,Prodution r(WIPER),8640001WS,[M]Processing costs paid to subcontracto
CPBRPK,Wiper Packing,8640001,[M]Processing costs paid to subcontracto,FC008,Prodution r(WIPER),8640001WS,[M]Processing costs paid to subcontracto
CPBRWS,Wiper WS,8640001,[M]Processing costs paid to subcontracto,FC008,Prodution r(WIPER),8640001WS,[M]Processing costs paid to subcontracto
CPFC00,Factory Common,8640001,[M]Processing costs paid to subcontracto,FC001,Personnel ratio,8640001OT,[M]Processing costs paid to subcontracto
CPFC01,Factory1,8640001,[M]Processing costs paid to subcontracto,FC013,Personnel r(WP),8640001OT,[M]Processing costs paid to subcontracto
CPFC02,Factory2,8640001,[M]Processing costs paid to subcontracto,FC014,"Personnel r(RA,RE)",8640001OT,[M]Processing costs paid to subcontracto
CPFC03,Factory3,8640001,[M]Processing costs paid to subcontracto,FC015,Personnel r(MAT),8640001OT,[M]Processing costs paid to subcontracto
CPFC04,Factory4,8640001,[M]Processing costs paid to subcontracto,FC016,"Personnel r(SL,GD)",8640001OT,[M]Processing costs paid to subcontracto
CPFC05,Factory5,8640001,[M]Processing costs paid to subcontracto,FC008,Prodution r(WIPER),8640001OT,[M]Processing costs paid to subcontracto
CPFC06,Factory6,8640001,[M]Processing costs paid to subcontracto,FC017,Prodution r(RAREWP),8640001OT,[M]Processing costs paid to subcontracto
CPFC07,Factory7,8640001,[M]Processing costs paid to subcontracto,FC018,"Personnel r(AT,SYN)",8640001OT,[M]Processing costs paid to subcontracto
CPFCTH,Tent House,8640001,[M]Processing costs paid to subcontracto,FC015,Personnel r(MAT),8640001OT,[M]Processing costs paid to subcontracto
CPKZ00,KAIZEN,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001OT,[M]Processing costs paid to subcontracto
CPMG00,Management Cost,8640001,[M]Processing costs paid to subcontracto,FC001,Personnel ratio,8640001OT,[M]Processing costs paid to subcontracto
CPMTBB,BANBURY,8640001,[M]Processing costs paid to subcontracto,FC005,Personnel r(BANBURY),8640001WS,[M]Processing costs paid to subcontracto
CPMTGD,GD Common,8640001,[M]Processing costs paid to subcontracto,FC006,Personnel ratio(GD),8640001WS,[M]Processing costs paid to subcontracto
CPMTWS,Material WS,8640001,[M]Processing costs paid to subcontracto,FC004,Personnel ratio(MAT),8640001WS,[M]Processing costs paid to subcontracto
CPPEMN,Maintenance,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001TE,[M]Processing costs paid to subcontracto
CPPEPE,PE,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001TE,[M]Processing costs paid to subcontracto
CPPM00,Pro. Management,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001OT,[M]Processing costs paid to subcontracto
CPPMAB,Auto Belt Common,8640001,[M]Processing costs paid to subcontracto,FC009,"Prodution r(RA,RE)",8640001WS,[M]Processing costs paid to subcontracto
CPPMLG,Logistics,8640001,[M]Processing costs paid to subcontracto,FC017,Prodution r(RAREWP),8640001OT,[M]Processing costs paid to subcontracto
CPPMMT,Material Common,8640001,[M]Processing costs paid to subcontracto,FC004,Personnel ratio(MAT),8640001WS,[M]Processing costs paid to subcontracto
CPPMPE,PE Common,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001TE,[M]Processing costs paid to subcontracto
CPPMPL,Planning,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001PL,[M]Processing costs paid to subcontracto
CPQA00,Quality assurance,8640001,[M]Processing costs paid to subcontracto,FC002,Production ratio,8640001OT,[M]Processing costs paid to subcontracto
CPSE00,Safety & Environment,8640001,[M]Processing costs paid to subcontracto,FC001,Personnel ratio,8640001OT,[M]Processing costs paid to subcontracto
CPSLWS,Sunline WS,8640001,[M]Processing costs paid to subcontracto,FC011,Prodution r(SL),8640001WS,[M]Processing costs paid to subcontracto
CPSYWS,Synchro WS,8640001,[M]Processing costs paid to subcontracto,FC012,Prodution r(SYN),8640001WS,[M]Processing costs paid to subcontracto
CPTOLB,Tooling label,8640001,[M]Processing costs paid to subcontracto,FC003,Production ratio(PR),8640001TE,[M]Processing costs paid to subcontracto
CPTOMD,Tooling mold,8640001,[M]Processing costs paid to subcontracto,FC003,Production ratio(PR),8640001TE,[M]Processing costs paid to subcontracto
CPTOWS,Tooling WS,8640001,[M]Processing costs paid to subcontracto,FC003,Production ratio(PR),8640001TE,[M]Processing costs paid to subcontracto
CPWPWS,WP WS,8640001,[M]Processing costs paid to subcontracto,FC010,Prodution r(WP),8640001WS,[M]Processing costs paid to subcontracto
CPABWS,Auto WS,8650001,[M]Patent royalty,FC009,"Prodution r(RA,RE)",8650001WS,[M]Patent royalty
CPATWS,AT WS,8650001,[M]Patent royalty,FC007,Prodution ratio(AT),8650001WS,[M]Patent royalty
CPBMGA,General affair,8650001,[M]Patent royalty,FC001,Personnel ratio,8650001OT,[M]Patent royalty
CPBR07,Wiper laboratory,8650001,[M]Patent royalty,FC008,Prodution r(WIPER),8650001WS,[M]Patent royalty
CPBRPK,Wiper Packing,8650001,[M]Patent royalty,FC008,Prodution r(WIPER),8650001WS,[M]Patent royalty
CPBRWS,Wiper WS,8650001,[M]Patent royalty,FC008,Prodution r(WIPER),8650001WS,[M]Patent royalty
CPFC00,Factory Common,8650001,[M]Patent royalty,FC001,Personnel ratio,8650001OT,[M]Patent royalty
CPFC01,Factory1,8650001,[M]Patent royalty,FC013,Personnel r(WP),8650001OT,[M]Patent royalty
CPFC02,Factory2,8650001,[M]Patent royalty,FC014,"Personnel r(RA,RE)",8650001OT,[M]Patent royalty
CPFC03,Factory3,8650001,[M]Patent royalty,FC015,Personnel r(MAT),8650001OT,[M]Patent royalty
CPFC04,Factory4,8650001,[M]Patent royalty,FC016,"Personnel r(SL,GD)",8650001OT,[M]Patent royalty
CPFC05,Factory5,8650001,[M]Patent royalty,FC008,Prodution r(WIPER),8650001OT,[M]Patent royalty
CPFC06,Factory6,8650001,[M]Patent royalty,FC017,Prodution r(RAREWP),8650001OT,[M]Patent royalty
CPFC07,Factory7,8650001,[M]Patent royalty,FC018,"Personnel r(AT,SYN)",8650001OT,[M]Patent royalty
CPFCTH,Tent House,8650001,[M]Patent royalty,FC015,Personnel r(MAT),8650001OT,[M]Patent royalty
CPKZ00,KAIZEN,8650001,[M]Patent royalty,FC002,Production ratio,8650001OT,[M]Patent royalty
CPMG00,Management Cost,8650001,[M]Patent royalty,FC001,Personnel ratio,8650001OT,[M]Patent royalty
CPMTBB,BANBURY,8650001,[M]Patent royalty,FC005,Personnel r(BANBURY),8650001WS,[M]Patent royalty
CPMTGD,GD Common,8650001,[M]Patent royalty,FC006,Personnel ratio(GD),8650001WS,[M]Patent royalty
CPMTWS,Material WS,8650001,[M]Patent royalty,FC004,Personnel ratio(MAT),8650001WS,[M]Patent royalty
CPPEMN,Maintenance,8650001,[M]Patent royalty,FC002,Production ratio,8650001TE,[M]Patent royalty
CPPEPE,PE,8650001,[M]Patent royalty,FC002,Production ratio,8650001TE,[M]Patent royalty
CPPM00,Pro. Management,8650001,[M]Patent royalty,FC002,Production ratio,8650001OT,[M]Patent royalty
CPPMAB,Auto Belt Common,8650001,[M]Patent royalty,FC009,"Prodution r(RA,RE)",8650001WS,[M]Patent royalty
CPPMLG,Logistics,8650001,[M]Patent royalty,FC017,Prodution r(RAREWP),8650001OT,[M]Patent royalty
CPPMMT,Material Common,8650001,[M]Patent royalty,FC004,Personnel ratio(MAT),8650001WS,[M]Patent royalty
CPPMPE,PE Common,8650001,[M]Patent royalty,FC002,Production ratio,8650001TE,[M]Patent royalty
CPPMPL,Planning,8650001,[M]Patent royalty,FC002,Production ratio,8650001PL,[M]Patent royalty
CPQA00,Quality assurance,8650001,[M]Patent royalty,FC002,Production ratio,8650001OT,[M]Patent royalty
CPSE00,Safety & Environment,8650001,[M]Patent royalty,FC001,Personnel ratio,8650001OT,[M]Patent royalty
CPSLWS,Sunline WS,8650001,[M]Patent royalty,FC011,Prodution r(SL),8650001WS,[M]Patent royalty
CPSYWS,Synchro WS,8650001,[M]Patent royalty,FC012,Prodution r(SYN),8650001WS,[M]Patent royalty
CPTOLB,Tooling label,8650001,[M]Patent royalty,FC003,Production ratio(PR),8650001TE,[M]Patent royalty
CPTOMD,Tooling mold,8650001,[M]Patent royalty,FC003,Production ratio(PR),8650001TE,[M]Patent royalty
CPTOWS,Tooling WS,8650001,[M]Patent royalty,FC003,Production ratio(PR),8650001TE,[M]Patent royalty
CPWPWS,WP WS,8650001,[M]Patent royalty,FC010,Prodution r(WP),8650001WS,[M]Patent royalty
CPABWS,Auto WS,8660001,[M]Electrical power expense,FC009,"Prodution r(RA,RE)",8660001WS,[M]Electrical power expense
CPATWS,AT WS,8660001,[M]Electrical power expense,FC007,Prodution ratio(AT),8660001WS,[M]Electrical power expense
CPBR07,Wiper laboratory,8660001,[M]Electrical power expense,FC008,Prodution r(WIPER),8660001WS,[M]Electrical power expense
CPBRPK,Wiper Packing,8660001,[M]Electrical power expense,FC008,Prodution r(WIPER),8660001WS,[M]Electrical power expense
CPBRWS,Wiper WS,8660001,[M]Electrical power expense,FC008,Prodution r(WIPER),8660001WS,[M]Electrical power expense
CPMTBB,BANBURY,8660001,[M]Electrical power expense,FC005,Personnel r(BANBURY),8660001WS,[M]Electrical power expense
CPMTGD,GD Common,8660001,[M]Electrical power expense,FC006,Personnel ratio(GD),8660001WS,[M]Electrical power expense
CPMTWS,Material WS,8660001,[M]Electrical power expense,FC004,Personnel ratio(MAT),8660001WS,[M]Electrical power expense
CPPMAB,Auto Belt Common,8660001,[M]Electrical power expense,FC009,"Prodution r(RA,RE)",8660001WS,[M]Electrical power expense
CPPMMT,Material Common,8660001,[M]Electrical power expense,FC004,Personnel ratio(MAT),8660001WS,[M]Electrical power expense
CPSLWS,Sunline WS,8660001,[M]Electrical power expense,FC011,Prodution r(SL),8660001WS,[M]Electrical power expense
CPSYWS,Synchro WS,8660001,[M]Electrical power expense,FC012,Prodution r(SYN),8660001WS,[M]Electrical power expense
CPWPWS,WP WS,8660001,[M]Electrical power expense,FC010,Prodution r(WP),8660001WS,[M]Electrical power expense
CPABWS,Auto WS,8690001,[M]Packing charge,FC009,"Prodution r(RA,RE)",8690001WS,[M]Packing charge
CPATWS,AT WS,8690001,[M]Packing charge,FC007,Prodution ratio(AT),8690001WS,[M]Packing charge
CPBMGA,General affair,8690001,[M]Packing charge,FC001,Personnel ratio,8690001OT,[M]Packing charge
CPBR07,Wiper laboratory,8690001,[M]Packing charge,FC008,Prodution r(WIPER),8690001WS,[M]Packing charge
CPBRPK,Wiper Packing,8690001,[M]Packing charge,FC008,Prodution r(WIPER),8690001WS,[M]Packing charge
CPBRWS,Wiper WS,8690001,[M]Packing charge,FC008,Prodution r(WIPER),8690001WS,[M]Packing charge
CPFC00,Factory Common,8690001,[M]Packing charge,FC001,Personnel ratio,8690001OT,[M]Packing charge
CPFC01,Factory1,8690001,[M]Packing charge,FC013,Personnel r(WP),8690001OT,[M]Packing charge
CPFC02,Factory2,8690001,[M]Packing charge,FC014,"Personnel r(RA,RE)",8690001OT,[M]Packing charge
CPFC03,Factory3,8690001,[M]Packing charge,FC015,Personnel r(MAT),8690001OT,[M]Packing charge
CPFC04,Factory4,8690001,[M]Packing charge,FC016,"Personnel r(SL,GD)",8690001OT,[M]Packing charge
CPFC05,Factory5,8690001,[M]Packing charge,FC008,Prodution r(WIPER),8690001OT,[M]Packing charge
CPFC06,Factory6,8690001,[M]Packing charge,FC017,Prodution r(RAREWP),8690001OT,[M]Packing charge
CPFC07,Factory7,8690001,[M]Packing charge,FC018,"Personnel r(AT,SYN)",8690001OT,[M]Packing charge
CPFCTH,Tent House,8690001,[M]Packing charge,FC015,Personnel r(MAT),8690001OT,[M]Packing charge
CPKZ00,KAIZEN,8690001,[M]Packing charge,FC002,Production ratio,8690001OT,[M]Packing charge
